,Unnamed: 0,rgi_id,rgi_region,rgi_subregion,name,cenlon,cenlat,rgi_area_km2,glacier_type,terminus_type,status,dem_source,n_orig_centerlines,error_task,error_msg,dem_mean_elev,dem_med_elev,dem_min_elev,dem_max_elev,dem_max_elev_on_ext,dem_min_elev_on_ext,dem_perc_area_above_max_elev_on_ext,n_centerlines,longuest_centerline_km,lake_type,calving_front_width,length_to_LGM,region,debris,debris_jb
196,196,RGI60-15.11014,15,15-Jan,Cn5O257E0009,82.618,29.892,5.411,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5484.259277,5432,4997,6083,6083,4997,0,5,5.939720631,0,,,central_west_one,,0
197,197,RGI60-15.09338,15,15-Jan,Cn5O186B0017 Weisapu Glacier,85.407,28.642,5.358,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5519.220215,5491.5,4733,6638,6638,4734,0,5,9.678811393,2,,,poiqu,1,1
198,198,RGI60-15.10464,15,15-Feb,Cn5O197B0029 Chutanjima Glacier,88.271,27.976,5.319,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5915.266602,5922,5332,6553,6553,5332,0,2,5.722481815,1,250,,sikkim,,0
199,199,RGI60-15.03986,15,15-Jan,,84.658,28.388,5.293,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5413.543457,5344,4646,6625,6625,4646,0,4,4.76156421,0,,,,,
200,200,RGI60-15.03337,15,15-Feb,,88.80252621,27.91743353,5.267,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,5673.566406,5649,5174,6471,6471,5174,0,1,7.33556421,2,,,sikkim,,1
201,201,RGI60-15.05196,15,15-Jan,,82.15546987,30.0970229,5.263,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5219.111328,5182,4870,5819,5819,4870,0,5,6.657716447,0,,,central_west_one,1,1
202,202,RGI60-15.10076,15,15-Feb,Cn5O193B0054,86.961,28.12,5.249,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,6359.52832,6359,5793,6927,6927,5793,0,1,2.6746215,0,,,everest,,
203,203,RGI60-15.05575,15,15-Jan,,82.60945129,29.40627289,5.249,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5509.995117,5512,4970,6276,6276,4970,0,5,5.242946894,0,,,central_west_one,,1
204,204,RGI60-15.02862,15,15-Feb,,88.06456092,27.86352913,5.224,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5467.400879,5478,5015,6069,6069,5015,0,4,9.937280656,2,,,sikkim,1,1
205,205,RGI60-15.09475,15,15-Feb,Cn5O191B0015,85.773,28.234,5.156,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5258.357422,5129,4924,6576,6576,4924,0,3,4.830325394,0,,,poiqu,1,1
206,206,RGI60-15.09492,15,15-Feb,Cn5O191B,85.884,28.134,5.12,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5229.100586,5303,4483,6486,6486,4483,0,4,6.528033473,2,,,poiqu,,1
207,207,RGI60-15.10695,15,15-Feb,Cn5O201A0012,88.896,27.864,5.061,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5425.33252,5390,5005,6232,6232,5005,0,5,5.063877052,0,,,sikkim,,0
208,208,RGI60-15.03673,15,15-Feb,,87.7975769,27.79605684,5.037,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5304.632813,5327,4827,5732,5732,4827,0,5,5.025259736,0,,,sikkim,1,1
209,209,RGI60-15.10892,15,15-Feb,Cn5O212A0100 Angge Glacier,90.721,28.078,4.951,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5535.733398,5534,5035,5994,5994,5035,0,5,4.927251368,1,230,3050,bhutan,,0
210,210,RGI60-15.04627,15,15-Jan,,84.40054485,28.7708275,4.896,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,6036.271484,6033,5066,7045,7045,5066,0,4,5.189213562,0,,,,,
211,211,RGI60-15.10283,15,15-Jan,Cn5O195A0019 Lanong Glacier,85.557,28.568,4.892,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,6406.397949,6475,5544,7271,7271,5544,0,3,5.214518395,1,,,poiqu,,0
212,212,RGI60-15.09383,15,15-Jan,Cn5O186C0048,85.498,28.55,4.873,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,5505.999023,5478,4522,6647,6643,4522,0.000628062,1,3.203122292,0,,,poiqu,1,1
213,213,RGI60-15.09348,15,15-Jan,Cn5O186C0008,85.348,28.532,4.871,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5501.959961,5501,4632,6165,6165,4632,0,4,4.065254326,0,,,poiqu,,1
214,214,RGI60-15.09331,15,15-Jan,Cn5O186B0024 Lasuosa Glacier,85.377,28.602,4.852,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,5655.67334,5642,5224,6643,6642,5224,0.000125251,1,3.899873734,0,,,poiqu,,0
215,215,RGI60-15.02942,15,15-Feb,Changme Khangpu Glacier,88.68435161,27.95992015,4.847,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5250.247559,5286,4825,5856,5856,4825,0,6,6.22383297,0,,,sikkim,,1
216,216,RGI60-15.03403,15,15-Feb,,86.88540295,27.87325852,4.824,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5187.750488,5132,4811,5936,5936,4812,0,4,5.55992424,0,,,everest,1,1
217,217,RGI60-15.10205,15,15-Feb,Cn5O194B0008,86.7,28.218,4.819,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,6141.092285,6142,5749,6593,6592,5749,0.000250595,5,5.27266594,0,,,everest,,0
218,218,RGI60-15.04603,15,15-Jan,,84.54312134,28.63657761,4.81,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5360.284668,5301,4670,6186,6186,4670,0,4,6.271625176,0,,,,,
219,219,RGI60-15.09478,15,15-Feb,Cn5O191B002,85.793,28.306,4.783,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5968.644043,5952.5,5462,6825,6825,5462,0,3,4.833452378,2,,,poiqu,,0
220,220,RGI60-15.03784,15,15-Feb,,86.90066335,27.84356318,4.761,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5609.884766,5610,5370,5988,5988,5370,0,5,3.392031022,1,,,everest,,1
221,221,RGI60-15.05211,15,15-Jan,,82.63088989,29.86598206,4.758,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5351.462891,5304.5,4817,6200,6195,4817,0.000774194,3,4.825914498,0,,,central_west_one,1,1
222,222,RGI60-15.10448,15,15-Feb,Cn5O197B0036,88.158,27.969,4.735,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,6214.911133,6265,5610,6788,6788,5610,0,4,4.088782464,0,,,sikkim,,0
223,223,RGI60-15.04497,15,15-Jan,,84.00933691,28.55744166,4.714,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,4752.648926,4717,3985,5482,5482,3985,0,3,5.478427125,0,,,,,
224,224,RGI60-15.02369,15,15-Feb,,90.21331024,28.13068962,4.708,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,4986.852051,5000.5,4337,5997,5997,4337,0,3,5.425609665,1,360,1000,bhutan,,1
225,225,RGI60-15.10784,15,15-Feb,Cn5O212A0165 Wujiu Glacier,90.51,28.196,4.701,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5973.592773,5903,5577,6741,6741,5577,0,3,5.38020382,0,,,bhutan,,0
226,226,RGI60-15.10787,15,15-Feb,Cn5O212A0145,90.514,28.086,4.682,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,6027.969238,5995,5554,6771,6771,5554,0,2,5.319543648,0,,,bhutan,,0
227,227,RGI60-15.10859,15,15-Feb,Cn5O212A0186 Shela Glacier,90.623,28.205,4.681,Glacier,Land-terminating,Glacier or ice cap,SRTM,1,,,5772.063477,5438,5058,7129,7127,5058,0.000773894,1,6.544848481,0,,,bhutan,1,1
228,228,RGI60-15.04809,15,15-Jan,,84.17371346,28.52961038,4.652,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,4876.035156,4909,3962,5638,5638,3962,0,2,4.895584412,0,,,,,
229,229,RGI60-15.10967,15,15-Feb,Cn5O252A,89.559,28.132,4.634,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5524.051758,5488,5118,6149,6149,5118,0,2,3.658147545,1,230,500,bhutan,,
230,230,RGI60-15.10564,15,15-Feb,Cn5O198C0012,87.587,28.183,4.621,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,5622.20459,5539,5077,6625,6625,5077,0,1,5.096625176,1,,,,,
231,231,RGI60-15.09486,15,15-Feb,Cn5O191B0011,85.834,28.194,4.525,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5611.112793,5680,4387,6674,6674,4387,0,3,4.902386361,0,,,poiqu,,0
232,232,RGI60-15.10738,15,15-Feb,Cn5O212A0287,90.428,28.113,4.517,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,6178.64209,6165,5407,6889,6889,5407,0,3,5.117031022,0,,,bhutan,,0
233,233,RGI60-15.09578,15,15-Feb,Cn5O191D0021 Paqu Glacier,86.179,28.294,4.501,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5761.707031,5697,5352,6471,6471,5352,0,3,4.060965005,0,,,poiqu,,0
234,234,RGI60-15.09799,15,15-Feb,Cn5O192E0007 Yanong Glacier,86.557,28.122,4.483,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,5582.429688,5582,5059,6409,6409,5059,0,1,3.333452378,1,360,3000,everest,,0
235,235,RGI60-15.09194,15,15-Jan,Cn5O184B0056 Bama Glacier,84.962,28.592,4.452,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5271.963867,5256,4715,6185,6185,4715,0,4,4.348097039,0,,,,,
236,236,RGI60-15.10473,15,15-Feb,Cn5O197B0016 Zela Glacier,88.358,27.998,4.415,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5680.966797,5700,5265,6154,6150,5265,0.000690799,2,3.358452378,0,,,sikkim,,0
237,237,RGI60-15.03618,15,15-Feb,,87.03677223,27.9272663,4.414,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,6140.473633,6136,5798,6586,6586,5798,0,3,3.733452378,0,,,everest,,0
238,238,RGI60-15.02420,15,15-Feb,,90.27611572,27.92677621,4.401,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5430.414551,5444,5156,5734,5734,5156,0,6,3.244238816,0,,,bhutan,,0
239,239,RGI60-15.04720,15,15-Jan,,84.32273865,28.68200684,4.387,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5963.345703,5935,4885,6624,6624,4885,0,5,6.21157467,0,,,,,
240,240,RGI60-15.04232,15,15-Jan,,85.6676505,28.14841058,4.35,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5341.571777,5372,4660,5866,5866,4660,0,4,4.620584412,0,,,poiqu,,0
241,241,RGI60-15.03551,15,15-Feb,,86.42470343,27.82935111,4.316,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5415.130371,5456,4774,5876,5823,4774,0.008735441,6,4.182411614,0,,,everest,,0
242,242,RGI60-15.10573,15,15-Feb,Cn5O198D0001,87.597,28.054,4.312,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5402.179199,5359,4715,6335,6335,4715,0,2,5.578427125,1,,,,,
243,243,RGI60-15.03595,15,15-Feb,,86.89289856,27.69248009,4.309,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5525.717773,5526,5060,6265,6265,5060,0,4,3.728122292,0,,,everest,,1
244,244,RGI60-15.03684,15,15-Feb,,87.77444531,27.81265972,4.296,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5448.083008,5543,4704,5883,5855,4706,0.00455192,4,5.021320344,0,,,sikkim,,0
245,245,RGI60-15.05313,15,15-Jan,,82.35020281,29.76677431,4.291,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5069.041992,5079,4569,5664,5664,4569,0,4,3.778122292,0,,,central_west_one,,0
246,246,RGI60-15.02885,15,15-Feb,,87.97713997,27.86655503,4.279,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5816.724121,5749,5206,6592,6592,5206,0,4,5.529113416,1,,,sikkim,,0
247,247,RGI60-15.10741,15,15-Feb,Cn5O212A028,90.445,28.102,4.234,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,6400.635254,6414,5634,6929,6929,5634,0,1,4.351407789,0,,,bhutan,,0
248,248,RGI60-15.04075,15,15-Jan,,85.57265865,28.25825714,4.225,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5585.153809,5682,4357,6455,6455,4357,0,3,5.648406922,0,,,poiqu,,0
249,249,RGI60-15.02578,15,15-Feb,,90.60820872,28.02009343,4.215,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5383.572754,5356,5136,5702,5702,5136,0,4,4.191643287,1,280,2400,bhutan,,0
250,250,RGI60-15.10276,15,15-Jan,Cn5O195A0024,85.475,28.625,4.196,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5479.521973,5503,4985,6223,6190,4985,0.011736463,3,5.671700428,1,440,1700,poiqu,,0
251,251,RGI60-15.05402,15,15-Jan,,82.69445257,29.40579407,4.184,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5486.841309,5514,4893,6062,6062,4893,0,3,3.384585279,0,,,central_west_one,,0
252,252,RGI60-15.10897,15,15-Feb,Cn5O212A0099,90.741,28.065,4.184,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5477.455078,5423,5149,6221,6221,5149,0,4,4.018526404,1,240,500,bhutan,,0
253,253,RGI60-15.04024,15,15-Jan,,84.58024537,28.45468241,4.167,Glacier,Land-terminating,Glacier or ice cap,SRTM,7,,,5164.095215,5115,4495,6315,6315,4495,0,7,4.320585279,0,,,,,
254,254,RGI60-15.09785,15,15-Feb,Cn5O192E0027 Dangpu Glacier,86.519,28.032,4.141,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5403.858887,5326,5083,6388,6388,5084,0,2,3.6269974,1,530,1700,everest,,1
255,255,RGI60-15.10456,15,15-Feb,Cn5O197B0036,88.179,27.963,4.119,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,6188.194824,6167,5520,6818,6818,5520,0,2,4.935643287,0,,,sikkim,,0
256,256,RGI60-15.10840,15,15-Feb,Cn5O212A0121 Gongzhang Glacier,90.584,28.038,4.107,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5475.089844,5490,5084,5832,5832,5084,0,3,3.255350647,0,,,bhutan,,0
257,257,RGI60-15.10796,15,15-Feb,Cn5O212A0249,90.529,28.24,4.102,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,6177.158203,6203,5609,6655,6655,5609,0,5,3.663350647,0,,,bhutan,,0
258,258,RGI60-15.10146,15,15-Feb,Cn5O194B004,86.569,28.17,4.095,Glacier,Land-terminating,Glacier or ice cap,SRTM,1,,,5708.572266,5659,5141,6452,6450,5141,0.000410228,1,3.776820777,0,,,everest,,0
259,259,RGI60-15.10247,15,15-Feb,Cn5O194D001,86.442,28.358,4.094,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,6042.453125,6053,5653,6566,6566,5653,0,3,5.366351514,0,,,poiqu,,0
260,260,RGI60-15.09795,15,15-Feb,Cn5O192E0002,86.55,28.172,4.079,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,5679.159668,5649,5104,6539,6522,5104,0.001917808,1,3.607407789,1,170,2300,everest,,0
261,261,RGI60-15.09267,15,15-Jan,Cn5O186A0046 Zhuoranghagen Glacier,85.169,28.512,4.058,Glacier,Land-terminating,Glacier or ice cap,SRTM,1,,,5488.814453,5439,4590,6603,6603,4590,0,1,3.054408655,0,,,,,
262,262,RGI60-15.05142,15,15-Jan,,84.55624564,28.56554827,4.058,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,7047.578613,6991,6187,8037,8037,6187,0,4,3.461409522,0,,,,,
263,263,RGI60-15.09744,15,15-Feb,Cn5O192E0055,86.335,27.984,4.048,Glacier,Land-terminating,Glacier or ice cap,SRTM,1,,,5622.091797,5533,4781,7027,7027,4781,0,1,3.164881384,0,,,everest,,0
264,264,RGI60-15.04693,15,15-Jan,,84.16316223,28.84269714,4.007,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5809.902344,5853,5269,6346,6329,5269,0.001929438,6,5.684760169,0,,,,,
265,265,RGI60-15.03697,15,15-Feb,,87.77063751,27.85687256,3.964,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5689.95752,5708,4965,6172,6172,4965,0,5,3.774408655,0,,,sikkim,,0
266,266,RGI60-15.02883,15,15-Feb,,87.99074814,27.8412908,3.922,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5689.882813,5693,5150,6103,6103,5150,0,5,4.644938526,0,,,sikkim,,0
267,267,RGI60-15.03599,15,15-Feb,,86.87921227,27.66449059,3.907,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5354.541992,5475,4503,5796,5796,4503,0,6,4.356524671,0,,,everest,,1
268,268,RGI60-15.04492,15,15-Jan,,84.05318886,28.73638735,3.887,Glacier,Land-terminating,Glacier or ice cap,SRTM,1,,,5799.273926,5758.5,5138,6396,6389,5138,0.00201323,1,4.25781991,0,,,,,
269,269,RGI60-15.02375,15,15-Feb,,90.34935502,28.08686719,3.871,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5185.533691,5190.5,4705,5651,5651,4705,0,2,5.990230299,2,,,bhutan,,1
270,270,RGI60-15.10088,15,15-Feb,Cn5O193B0044,87.004,28.137,3.844,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5962.641602,5912,5669,6655,6655,5669,0,3,3.367115149,0,,,everest,,0
271,271,RGI60-15.09303,15,15-Jan,Cn5O186B0046,85.27,28.513,3.843,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5309.166992,5339.5,4642,5866,5866,4642,0,3,4.555761036,0,,,poiqu,,1
272,272,RGI60-15.09807,15,15-Feb,Cn5O193A0126,87.013,28.104,3.818,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,6202.32959,6178,6003,6684,6684,6003,0,4,4.41246753,0,,,everest,,0
273,273,RGI60-15.09389,15,15-Jan,Cn5O186C0049,85.508,28.518,3.816,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5541.983398,5557,4785,6588,6588,4785,0,2,3.509409522,1,,,poiqu,1,1
274,274,RGI60-15.10604,15,15-Feb,Cn5O198E0019,87.61,28.067,3.808,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5896.147461,5909,5214,6594,6594,5214,0,3,3.772703028,1,,,,,
275,275,RGI60-15.04776,15,15-Jan,,83.96740056,28.56458863,3.806,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5259.480957,5263,4661,5884,5884,4661,0,3,3.172703028,0,,,,,
276,276,RGI60-15.10928,15,15-Feb,Cn5O212A0015 Gangzegaji Glacier,90.862,28.037,3.798,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,5308.041992,5439,4781,5703,5698,4781,0.002207506,1,3.696585279,0,,,bhutan,,0
277,277,RGI60-15.09380,15,15-Jan,Cn5O186C0047,85.491,28.569,3.78,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,5407.766602,5329,4452,6651,6651,4452,0,1,3.466940259,1,,,poiqu,1,1
278,278,RGI60-15.10846,15,15-Feb,Cn5O212A0133 Shenglang Glacier,90.599,28.112,3.756,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5541.733887,5481,5214,6190,6188,5214,0.000596214,2,4.166644153,0,,,bhutan,,0
279,279,RGI60-15.10467,15,15-Feb,Cn5O197B0023 Mogunong Glacier,88.29,27.983,3.744,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5831.570801,5774,5304,6560,6556,5304,0.000740631,3,5.701937659,0,,,sikkim,,0
280,280,RGI60-15.03142,15,15-Feb,,87.96202099,27.8735649,3.738,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5720.598633,5748,4885,6277,6277,4885,0,4,4.225584412,0,,,sikkim,,0
281,281,RGI60-15.09241,15,15-Jan,Cn5O186A0037 Kongjiu Glacier,85.115,28.456,3.724,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5359.80127,5328.5,4534,6060,6060,4534,0,2,3.016349781,0,,,,,
282,282,RGI60-15.03973,15,15-Jan,,85.08931467,28.37736722,3.702,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,4470.83252,4370,4020,5753,5753,4020,0,3,7.621056634,0,,,,,
283,283,RGI60-15.09923,15,15-Feb,Cn5O193B0196,86.726,28.24,3.693,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,6201.913574,6199,5905,6527,6526,5905,0.00027571,4,4.166830012,0,,,everest,,0
284,284,RGI60-15.03735,15,15-Feb,,86.86774553,27.94560488,3.692,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5341.05127,5330,4993,5866,5866,4993,0,3,6.293991483,2,,,everest,1,1
285,285,RGI60-15.09309,15,15-Jan,Cn5O186B004,85.314,28.516,3.69,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5221.002441,5148,4801,5885,5885,4801,0,4,4.515776188,0,,,poiqu,,0
286,286,RGI60-15.03359,15,15-Feb,,88.74593964,27.83293654,3.688,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5186.158691,5160,4502,5699,5699,4502,0,5,4.073195452,0,,,sikkim,,0
287,287,RGI60-15.10254,15,15-Jan,Cn5O194E0009 Yebokangjiale Glacier,85.728,28.403,3.686,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,6392.458496,6343,5873,7267,7267,5873,0,2,4.6173031,0,,,poiqu,,0
288,288,RGI60-15.02873,15,15-Feb,,88.03413057,27.89053637,3.679,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5882.179688,5889,5436,6393,6393,5436,0,6,4.528291773,0,,,sikkim,,0
289,289,RGI60-15.10567,15,15-Feb,Cn5O198C0058,87.592,28.084,3.67,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,5428.408203,5273,4843,6533,6533,4843,0,1,3.731184125,0,,,,,
290,290,RGI60-15.10470,15,15-Feb,Cn5O197B0020 Yare Glacier,88.308,27.981,3.625,Glacier,Land-terminating,Glacier or ice cap,SRTM,1,,,5693.009766,5688,5269,6359,6359,5269,0,1,3.299087804,0,,,sikkim,,0
291,291,RGI60-15.10633,15,15-Feb,Cn5O198E009,87.727,27.878,3.607,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5606.914551,5591,5189,6283,6283,5189,0,3,5.322410747,2,,,sikkim,,1
292,292,RGI60-15.03498,15,15-Feb,,86.55513763,27.80233574,3.581,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5436.538574,5611.5,4396,6612,6612,4396,0,4,6.49433708,0,,,everest,,1
293,293,RGI60-15.09291,15,15-Jan,Cn5O186A0022,85.227,28.363,3.573,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5076.968262,4995,4361,6107,6107,4361,0,6,4.160572219,0,,,,,
294,294,RGI60-15.04607,15,15-Jan,,84.52924414,28.59775686,3.545,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5089.936035,5146,4225,5626,5626,4225,0,2,3.186399421,0,,,,,
295,295,RGI60-15.04063,15,15-Jan,,84.59915324,28.61669551,3.544,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5325.195801,5440,4481,6168,6168,4481,0,2,3.499830012,0,,,,,
296,296,RGI60-15.04144,15,15-Jan,,84.74549866,28.60994339,3.536,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5594.120117,5691,4741,6199,6185,4741,0.001138628,6,3.479141628,0,,,,,
